user_id,image_path,item_label,response,response_time_sec,timestamp
user_1006,sample_testing_file/WOMEN-Skirts-id_00063994-04_3_back.jpg,Skirts,yes,0.84,2026-04-06 21:18:08
user_1006,sample_testing_file/WOMEN-Skirts-id_00049616-02_7_additional.jpg,Skirts,yes,1.591,2026-04-07 12:37:27
user_1006,sample_testing_file/MEN-Denim-id_00069617-09_7_additional.jpg,Denim,yes,1.12,2026-04-07 12:39:21
user_1006,sample_testing_file/WOMEN-Graphic_Tees-id_00067001-08_2_side.jpg,Graphic Tees,no,2.173,2026-04-07 12:41:02
user_1006,sample_testing_file/MEN-Denim-id_00044588-02_3_back.jpg,Denim,yes,1.035,2026-04-07 12:41:59
user_1006,sample_testing_file/WOMEN-Skirts-id_00073520-01_1_front.jpg,Skirts,yes,1.552,2026-04-11 20:28:29
user_1006,sample_testing_file/WOMEN-Denim-id_00050141-01_4_full.jpg,Denim,yes,1.725,2026-04-11 20:30:15
user_1006,sample_testing_file/WOMEN-Jackets_Vests-id_00005696-12_4_full.jpg,Jackets / Vests,yes,5.721,2026-04-11 20:32:47
user_1006,sample_testing_file/WOMEN-Skirts-id_00015907-08_2_side.jpg,Skirts,no,3.962,2026-04-11 20:33:19
user_1006,sample_testing_file/WOMEN-Denim-id_00036348-09_4_full.jpg,Denim,yes,1.519,2026-04-11 20:36:52
user_1007,sample_testing_file/MEN-Hoodies_Sweatshirts-id_00030736-05_3_back.jpg,Hoodies / Sweatshirts,yes,3.965,2026-04-01 17:05:35
user_1007,sample_testing_file/WOMEN-Denim-id_00020927-12_4_full.jpg,Denim,no,1.819,2026-04-01 17:07:07
user_1007,sample_testing_file/WOMEN-Jackets_Vests-id_00020053-07_2_side.jpg,Jackets / Vests,no,1.149,2026-04-01 17:10:03
user_1007,sample_testing_file/WOMEN-Dresses-id_00053546-08_7_additional.jpg,Dresses,yes,0.619,2026-04-01 17:10:48
user_1007,sample_testing_file/WOMEN-Dresses-id_00000283-07_3_back.jpg,Dresses,yes,1.811,2026-04-07 14:47:55
user_1007,sample_testing_file/MEN-Sweaters-id_00023520-05_1_front.jpg,Sweaters,yes,4.41,2026-04-07 14:50:28
user_1007,sample_testing_file/WOMEN-Jackets_Coats-id_00032743-02_4_full.jpg,Jackets / Coats,no,0.949,2026-04-07 14:53:31
user_1007,sample_testing_file/WOMEN-Jackets_Vests-id_00072545-09_3_back.jpg,Jackets / Vests,no,1.084,2026-04-07 14:54:33
user_1007,sample_testing_file/MEN-Tees_Tanks-id_00000222-09_7_additional.jpg,Tees / Tanks,no,4.575,2026-04-07 14:58:08
user_1007,sample_testing_file/WOMEN-Blouses_Shirts-id_00002541-12_7_additional.jpg,Blouses / Shirts,no,2.348,2026-04-11 17:45:15
user_1007,sample_testing_file/MEN-Shirts_Polos-id_00009962-10_2_side.jpg,Shirts / Polos,yes,1.401,2026-04-11 17:48:13
user_1007,sample_testing_file/WOMEN-Graphic_Tees-id_00050329-08_4_full.jpg,Graphic Tees,no,1.439,2026-04-11 17:49:48
user_1007,sample_testing_file/WOMEN-Blouses_Shirts-id_00049798-02_3_back.jpg,Blouses / Shirts,yes,4.942,2026-04-11 17:51:25
user_1007,sample_testing_file/WOMEN-Sweaters-id_00034817-03_1_front.jpg,Sweaters,yes,3.73,2026-04-11 17:52:02
user_1007,sample_testing_file/WOMEN-Jackets_Vests-id_00066163-07_7_additional.jpg,Jackets / Vests,no,4.468,2026-04-11 17:53:58
user_1008,sample_testing_file/WOMEN-Sweaters-id_00000943-02_1_front.jpg,Sweaters,no,0.786,2026-04-01 17:08:08
user_1008,sample_testing_file/MEN-Denim-id_00044609-05_7_additional.jpg,Denim,no,1.639,2026-04-01 17:09:29
user_1008,sample_testing_file/WOMEN-Cardigans-id_00009603-09_2_side.jpg,Cardigans,yes,2.115,2026-04-01 17:11:20
user_1008,sample_testing_file/MEN-Jackets_Vests-id_00063905-04_3_back.jpg,Jackets / Vests,no,2.407,2026-04-01 17:14:31
user_1008,sample_testing_file/WOMEN-Cardigans-id_00068495-07_4_full.jpg,Cardigans,yes,0.992,2026-04-01 17:16:13
user_1008,sample_testing_file/WOMEN-Denim-id_00006631-11_7_additional.jpg,Denim,no,1.586,2026-04-01 17:19:19
user_1008,sample_testing_file/WOMEN-Blouses_Shirts-id_00071512-01_3_back.jpg,Blouses / Shirts,yes,4.315,2026-04-03 12:23:20
user_1008,sample_testing_file/WOMEN-Cardigans-id_00060947-08_4_full.jpg,Cardigans,yes,1.156,2026-04-03 12:23:59
user_1008,sample_testing_file/WOMEN-Hoodies_Sweatshirts-id_00041360-02_7_additional.jpg,Hoodies / Sweatshirts,no,5.786,2026-04-03 12:24:49
user_1008,sample_testing_file/WOMEN-Cardigans-id_00068495-07_4_full.jpg,Cardigans,yes,1.228,2026-04-03 12:27:21
user_1008,sample_testing_file/WOMEN-Cardigans-id_00010746-07_7_additional.jpg,Cardigans,yes,2.097,2026-04-03 12:29:11
user_1008,sample_testing_file/MEN-Shorts-id_00004279-04_3_back.jpg,Shorts,yes,2.107,2026-04-09 13:14:37
user_1008,sample_testing_file/MEN-Sweaters-id_00027870-11_4_full.jpg,Sweaters,no,2.159,2026-04-09 13:18:04
user_1008,sample_testing_file/WOMEN-Cardigans-id_00060947-08_4_full.jpg,Cardigans,yes,0.839,2026-04-09 13:21:00
user_1008,sample_testing_file/MEN-Denim-id_00037389-07_7_additional.jpg,Denim,no,0.535,2026-04-09 13:24:15
user_1009,sample_testing_file/WOMEN-Cardigans-id_00060947-08_4_full.jpg,Cardigans,yes,2.137,2026-04-04 13:25:03
user_1009,sample_testing_file/MEN-Tees_Tanks-id_00000222-09_7_additional.jpg,Tees / Tanks,no,4.866,2026-04-04 13:26:58
user_1009,sample_testing_file/MEN-Graphic_Tees-id_00020290-04_3_back.jpg,Graphic Tees,yes,1.483,2026-04-04 13:29:50
user_1009,sample_testing_file/WOMEN-Shorts-id_00006176-02_2_side.jpg,Shorts,no,3.331,2026-04-04 13:31:43
user_1009,sample_testing_file/MEN-Sweaters-id_00049696-11_2_side.jpg,Sweaters,no,1.73,2026-04-05 11:19:13
user_1009,sample_testing_file/MEN-Hoodies_Sweatshirts-id_00014323-04_2_side.jpg,Hoodies / Sweatshirts,no,4.385,2026-04-05 11:21:22
user_1009,sample_testing_file/MEN-Graphic_Tees-id_00041146-11_1_front.jpg,Graphic Tees,yes,0.957,2026-04-05 11:21:46
user_1009,sample_testing_file/WOMEN-Sweaters-id_00018290-12_1_front.jpg,Sweaters,yes,0.663,2026-04-05 11:22:24
user_1009,sample_testing_file/WOMEN-Jackets_Coats-id_00055724-02_7_additional.jpg,Jackets / Coats,yes,0.895,2026-04-05 11:25:44
user_1009,sample_testing_file/MEN-Shirts_Polos-id_00059471-01_3_back.jpg,Shirts / Polos,no,3.092,2026-04-05 11:28:02
user_1009,sample_testing_file/MEN-Sweaters-id_00053355-04_1_front.jpg,Sweaters,no,3.176,2026-04-08 19:01:22
user_1009,sample_testing_file/WOMEN-Cardigans-id_00053226-09_1_front.jpg,Cardigans,yes,2.169,2026-04-08 19:04:46
user_1009,sample_testing_file/MEN-Graphic_Tees-id_00020290-04_3_back.jpg,Graphic Tees,yes,2.157,2026-04-08 19:06:21
user_1009,sample_testing_file/WOMEN-Graphic_Tees-id_00050329-08_4_full.jpg,Graphic Tees,yes,0.485,2026-04-08 19:08:36
user_1009,sample_testing_file/WOMEN-Shorts-id_00075632-11_1_front.jpg,Shorts,yes,2.889,2026-04-08 19:11:05
user_1010,sample_testing_file/WOMEN-Graphic_Tees-id_00073921-04_4_full.jpg,Graphic Tees,yes,2.604,2026-04-09 18:02:39
user_1010,sample_testing_file/WOMEN-Cardigans-id_00079906-12_1_front.jpg,Cardigans,yes,0.968,2026-04-09 18:06:08
user_1010,sample_testing_file/WOMEN-Hoodies_Sweatshirts-id_00035955-01_1_front.jpg,Hoodies / Sweatshirts,no,4.559,2026-04-09 18:09:14
user_1010,sample_testing_file/MEN-Shirts_Polos-id_00028044-02_4_full.jpg,Shirts / Polos,yes,1.832,2026-04-09 18:10:06
user_1010,sample_testing_file/WOMEN-Shorts-id_00075632-11_1_front.jpg,Shorts,yes,4.352,2026-04-10 20:30:34
user_1010,sample_testing_file/MEN-Sweaters-id_00053355-04_1_front.jpg,Sweaters,yes,0.879,2026-04-10 20:32:49
user_1010,sample_testing_file/MEN-Sweaters-id_00037354-03_4_full.jpg,Sweaters,yes,2.577,2026-04-10 20:33:17
user_1010,sample_testing_file/WOMEN-Jackets_Vests-id_00020380-04_3_back.jpg,Jackets / Vests,no,1.675,2026-04-10 20:35:54
user_1010,sample_testing_file/WOMEN-Blouses_Shirts-id_00036435-08_3_back.jpg,Blouses / Shirts,yes,2.263,2026-04-10 20:37:43
user_1010,sample_testing_file/WOMEN-Blouses_Shirts-id_00078698-02_7_additional.jpg,Blouses / Shirts,yes,3.456,2026-04-10 20:38:32
user_1010,sample_testing_file/MEN-Denim-id_00032528-05_2_side.jpg,Denim,no,3.348,2026-04-11 16:22:02
user_1010,sample_testing_file/WOMEN-Dresses-id_00046567-04_3_back.jpg,Dresses,no,2.39,2026-04-11 16:22:41
user_1010,sample_testing_file/WOMEN-Skirts-id_00032915-01_1_front.jpg,Skirts,yes,2.372,2026-04-11 16:23:45
user_1010,sample_testing_file/MEN-Shirts_Polos-id_00027743-08_3_back.jpg,Shirts / Polos,yes,0.808,2026-04-11 16:25:18
user_1010,sample_testing_file/MEN-Shirts_Polos-id_00058879-10_3_back.jpg,Shirts / Polos,yes,2.41,2026-04-11 16:27:29
user_1011,sample_testing_file/WOMEN-Jackets_Coats-id_00015015-11_7_additional.jpg,Jackets / Coats,yes,2.124,2026-04-01 12:39:53
user_1011,sample_testing_file/MEN-Tees_Tanks-id_00064252-02_4_full.jpg,Tees / Tanks,yes,0.78,2026-04-01 12:41:44
user_1011,sample_testing_file/WOMEN-Skirts-id_00069330-01_7_additional.jpg,Skirts,no,0.6,2026-04-01 12:43:57
user_1011,sample_testing_file/WOMEN-Sweaters-id_00060333-06_3_back.jpg,Sweaters,yes,2.121,2026-04-01 12:44:50
user_1011,sample_testing_file/WOMEN-Jackets_Coats-id_00032743-02_4_full.jpg,Jackets / Coats,yes,1.282,2026-04-01 12:45:37
user_1011,sample_testing_file/WOMEN-Jackets_Coats-id_00005230-06_2_side.jpg,Jackets / Coats,yes,0.911,2026-04-01 12:48:18
user_1011,sample_testing_file/WOMEN-Skirts-id_00027761-09_2_side.jpg,Skirts,no,2.113,2026-04-03 19:20:02
user_1011,sample_testing_file/WOMEN-Graphic_Tees-id_00035993-08_1_front.jpg,Graphic Tees,no,4.118,2026-04-03 19:22:15
user_1011,sample_testing_file/MEN-Shirts_Polos-id_00042246-04_1_front.jpg,Shirts / Polos,yes,3.465,2026-04-03 19:23:54
user_1011,sample_testing_file/WOMEN-Dresses-id_00072064-03_3_back.jpg,Dresses,yes,2.775,2026-04-03 19:25:28
user_1011,sample_testing_file/WOMEN-Skirts-id_00078505-06_4_full.jpg,Skirts,no,1.413,2026-04-03 19:26:17
user_1011,sample_testing_file/MEN-Shirts_Polos-id_00023510-12_3_back.jpg,Shirts / Polos,yes,5.713,2026-04-03 19:28:07
user_1011,sample_testing_file/WOMEN-Graphic_Tees-id_00067001-08_2_side.jpg,Graphic Tees,no,3.788,2026-04-11 12:40:21
user_1011,sample_testing_file/WOMEN-Graphic_Tees-id_00050329-08_4_full.jpg,Graphic Tees,no,1.466,2026-04-11 12:42:53
user_1011,sample_testing_file/MEN-Hoodies_Sweatshirts-id_00066470-05_4_full.jpg,Hoodies / Sweatshirts,yes,3.339,2026-04-11 12:44:32
user_1012,sample_testing_file/WOMEN-Skirts-id_00078505-06_4_full.jpg,Skirts,yes,1.975,2026-04-07 10:08:02
user_1012,sample_testing_file/WOMEN-Graphic_Tees-id_00037197-09_7_additional.jpg,Graphic Tees,yes,3.753,2026-04-07 10:09:48
user_1012,sample_testing_file/MEN-Denim-id_00069617-09_7_additional.jpg,Denim,yes,1.794,2026-04-07 10:11:10
user_1012,sample_testing_file/WOMEN-Jackets_Vests-id_00038753-09_2_side.jpg,Jackets / Vests,no,3.718,2026-04-07 10:14:05
user_1012,sample_testing_file/MEN-Denim-id_00044609-05_7_additional.jpg,Denim,yes,2.389,2026-04-07 10:16:51
user_1012,sample_testing_file/MEN-Hoodies_Sweatshirts-id_00030736-05_3_back.jpg,Hoodies / Sweatshirts,no,2.134,2026-04-07 10:18:35
user_1012,sample_testing_file/WOMEN-Denim-id_00045509-09_4_full.jpg,Denim,yes,1.019,2026-04-07 10:19:13
user_1012,sample_testing_file/MEN-Shirts_Polos-id_00058879-10_3_back.jpg,Shirts / Polos,no,3.899,2026-04-09 13:50:22
user_1012,sample_testing_file/WOMEN-Shorts-id_00007456-09_1_front.jpg,Shorts,no,4.804,2026-04-09 13:51:54
user_1012,sample_testing_file/MEN-Denim-id_00032528-05_2_side.jpg,Denim,yes,0.579,2026-04-09 13:55:07
user_1012,sample_testing_file/WOMEN-Denim-id_00050141-01_4_full.jpg,Denim,yes,1.754,2026-04-09 13:57:17
user_1012,sample_testing_file/WOMEN-Graphic_Tees-id_00013474-06_7_additional.jpg,Graphic Tees,no,2.129,2026-04-09 13:58:55
user_1012,sample_testing_file/WOMEN-Skirts-id_00069330-01_7_additional.jpg,Skirts,yes,0.678,2026-04-09 14:00:55
user_1012,sample_testing_file/MEN-Shorts-id_00028017-07_1_front.jpg,Shorts,yes,1.418,2026-04-09 14:02:14
user_1012,sample_testing_file/WOMEN-Skirts-id_00073520-01_1_front.jpg,Skirts,no,2.705,2026-04-09 14:02:44
user_1013,sample_testing_file/MEN-Jackets_Vests-id_00030785-11_3_back.jpg,Jackets / Vests,yes,2.528,2026-04-08 17:19:52
user_1013,sample_testing_file/WOMEN-Jackets_Coats-id_00075675-04_1_front.jpg,Jackets / Coats,yes,3.224,2026-04-08 17:21:05
user_1013,sample_testing_file/WOMEN-Dresses-id_00000283-07_3_back.jpg,Dresses,no,5.021,2026-04-08 17:24:10
user_1013,sample_testing_file/WOMEN-Jackets_Vests-id_00070283-06_1_front.jpg,Jackets / Vests,yes,2.092,2026-04-08 17:26:18
user_1013,sample_testing_file/WOMEN-Jackets_Vests-id_00020380-04_3_back.jpg,Jackets / Vests,yes,0.869,2026-04-08 17:28:09
user_1013,sample_testing_file/WOMEN-Cardigans-id_00051646-10_7_additional.jpg,Cardigans,yes,2.093,2026-04-08 17:30:48
user_1013,sample_testing_file/MEN-Shirts_Polos-id_00059471-01_3_back.jpg,Shirts / Polos,no,0.639,2026-04-08 17:32:17
user_1013,sample_testing_file/MEN-Sweaters-id_00049696-11_2_side.jpg,Sweaters,no,1.163,2026-04-08 17:34:10
user_1013,sample_testing_file/WOMEN-Cardigans-id_00044093-01_4_full.jpg,Cardigans,yes,0.537,2026-04-08 17:35:04
user_1013,sample_testing_file/WOMEN-Sweaters-id_00031636-12_4_full.jpg,Sweaters,no,1.632,2026-04-09 10:09:26
user_1013,sample_testing_file/WOMEN-Jackets_Vests-id_00020053-07_2_side.jpg,Jackets / Vests,yes,1.295,2026-04-09 10:11:55
user_1013,sample_testing_file/MEN-Shirts_Polos-id_00023510-12_3_back.jpg,Shirts / Polos,no,1.439,2026-04-09 10:14:50
user_1013,sample_testing_file/MEN-Graphic_Tees-id_00009039-09_3_back.jpg,Graphic Tees,no,3.122,2026-04-09 10:17:18
user_1013,sample_testing_file/WOMEN-Jackets_Vests-id_00072545-09_3_back.jpg,Jackets / Vests,yes,1.346,2026-04-09 10:17:40
user_1013,sample_testing_file/MEN-Shirts_Polos-id_00058879-10_3_back.jpg,Shirts / Polos,no,0.968,2026-04-09 10:19:16
user_1014,sample_testing_file/MEN-Hoodies_Sweatshirts-id_00066470-05_4_full.jpg,Hoodies / Sweatshirts,yes,0.776,2026-04-03 10:37:11
user_1014,sample_testing_file/WOMEN-Hoodies_Sweatshirts-id_00075457-07_4_full.jpg,Hoodies / Sweatshirts,yes,2.429,2026-04-03 10:40:25
user_1014,sample_testing_file/WOMEN-Skirts-id_00015907-08_2_side.jpg,Skirts,no,0.854,2026-04-03 10:43:51
user_1014,sample_testing_file/WOMEN-Skirts-id_00073520-01_1_front.jpg,Skirts,no,1.062,2026-04-03 10:45:32
user_1014,sample_testing_file/WOMEN-Sweaters-id_00019314-01_1_front.jpg,Sweaters,yes,2.507,2026-04-03 10:46:34
user_1014,sample_testing_file/WOMEN-Graphic_Tees-id_00035993-08_1_front.jpg,Graphic Tees,no,1.802,2026-04-03 10:50:09
